date,type,location,count
2021-01-07,Student,Palm Lake Elementary,1
2021-01-07,Student,Orange Technical College - Mid Florida,1
2021-01-07,Student,Olympia High,1
2021-01-07,Student,Ocoee High,2
2021-01-07,Student,Lakeview Middle,1
2021-01-07,Student,Lake Nona Middle,1
2021-01-07,Student,Lake Nona High,2
2021-01-07,Student,Keene’s Crossing Elementary,2
2021-01-07,Student,Innovation Middle,1
2021-01-07,Student,Howard Middle,1
2021-01-07,Student,Horizon West Middle,4
2021-01-07,Student,Hiawassee Elementary,1
2021-01-07,Student,Freedom Middle,4
2021-01-07,Student,Freedom High,2
2021-01-07,Student,Edgewater High,1
2021-01-07,Student,East River High,1
2021-01-07,Student,Cypress Creek High,1
2021-01-07,Student,Corner Lake Middle,1
2021-01-07,Student,Conway Middle,1
2021-01-07,Student,Colonial High,2
2021-01-07,Student,Bridgewater Middle,1
2021-01-07,Student,Avalon Middle,1
2021-01-07,Student,Audubon Park School (K-8),1
2021-01-07,Student,Apopka High,1
2021-01-07,Employee,Wolf Lake Middle,1
2021-01-07,Employee,West Orange High,1
2021-01-07,Employee,West Creek Elementary,1
2021-01-07,Employee,Ventura Elementary,1
2021-01-07,Employee,Union Park Middle,1
2021-01-07,Employee,Pinar Elementary,1
2021-01-07,Employee,Piedmont Lakes Middle,1
2021-01-07,Employee,Orange Center Elementary,1
2021-01-07,Employee,Operations,4
2021-01-07,Employee,Odyssey Middle,1
2021-01-07,Employee,Oak Ridge High,1
2021-01-07,Employee,Mollie Ray Elementary,1
2021-01-07,Employee,Meadow Woods Middle,1
2021-01-07,Employee,Lake Whitney Elementary,1
2021-01-07,Employee,Lake Weston Elementary,1
2021-01-07,Employee,Information Technology Services,1
2021-01-07,Employee,Horizon West Middle,1
2021-01-07,Employee,Gateway School,2
2021-01-07,Employee,Fiscal Services,1
2021-01-07,Employee,Facilities Services,2
2021-01-07,Employee,Citrus Elementary,1
2021-01-07,Employee,Cheney Elementary,1
2021-01-07,Employee,Baldwin Park Elementary,1
2021-01-07,Employee,Apopka High,1
2021-01-06,Vendor/Visitor,Timber Creek High,1
2021-01-06,Student,Wyndham Lakes Elementary,1
2021-01-06,Student,Winter Park High,2
2021-01-06,Student,Windermere High,6
2021-01-06,Student,Timber Creek High,2
2021-01-06,Student,Sunset Park Elementary,1
2021-01-06,Student,Rock Springs Elementary,2
2021-01-06,Student,Riverside Elementary,1
2021-01-06,Student,Palmetto Elementary,1
2021-01-06,Student,Palm Lake Elementary,1
2021-01-06,Student,Orange Technical College - Westside,1
2021-01-06,Student,Olympia High,2
2021-01-06,Student,Ocoee High,2
2021-01-06,Student,McCoy Elementary,1
2021-01-06,Student,Little River Elementary,1
2021-01-06,Student,Lawton Chiles Elementary,2
2021-01-06,Student,Horizon West Middle,2
2021-01-06,Student,Glenridge Middle,1
2021-01-06,Student,Freedom Middle,1
2021-01-06,Student,East River High,4
2021-01-06,Student,Eagle Creek Elementary,2
2021-01-06,Student,Cypress Creek High,2
2021-01-06,Student,Corner Lake Middle,1
2021-01-06,Student,Castleview Elementary,1
2021-01-06,Student,Bridgewater Middle,1
2021-01-06,Student,Boone High,2
2021-01-06,Student,Blankner School (K-8),1
2021-01-06,Student,Bay Lake Elementary,1
2021-01-06,Student,Apopka High,2
2021-01-06,Employee,West Orange High,1
2021-01-06,Employee,Wekiva High,1
2021-01-06,Employee,Ventura Elementary,1
2021-01-06,Employee,Teaching and Learning,1
2021-01-06,Employee,Summerlake Elementary,1
2021-01-06,Employee,Spring Lake Elementary,1
2021-01-06,Employee,Roberto Clemente Middle,1
2021-01-06,Employee,Riverdale Elementary,1
2021-01-06,Employee,Orange Technical College - Mid Florida,1
2021-01-06,Employee,Operations,1
2021-01-06,Employee,Oak Ridge High,1
2021-01-06,Employee,Oak Hill Elementary,1
2021-01-06,Employee,Lawton Chiles Elementary,1
2021-01-06,Employee,Keene’s Crossing Elementary,1
2021-01-06,Employee,Horizon West Middle,1
2021-01-06,Employee,Gotha Middle,1
2021-01-06,Employee,Freedom Middle,1
2021-01-06,Employee,Freedom High,1
2021-01-06,Employee,Cypress Creek High,1
2021-01-06,Employee,Apopka High,1
2021-01-05,Student,Windermere High,5
2021-01-05,Student,West Creek Elementary,2
2021-01-05,Student,University High,1
2021-01-05,Student,Three Points Elementary,2
2021-01-05,Student,Sunset Park Elementary,1
2021-01-05,Student,SunRidge Middle,1
2021-01-05,Student,Sun Blaze Elementary,1
2021-01-05,Student,Southwood Elementary,2
2021-01-05,Student,Pershing School (K-8),1
2021-01-05,Student,Orange Technical College - Westside,1
2021-01-05,Student,Ocoee High,2
2021-01-05,Student,Millennia Gardens Elementary,1
2021-01-05,Student,Lockhart Elementary,1
2021-01-05,Student,Lakemont Elementary,2
2021-01-05,Student,Lake Whitney Elementary,2
2021-01-05,Student,Lake Nona Middle,1
2021-01-05,Student,Lake Nona High,2
2021-01-05,Student,Keene’s Crossing Elementary,1
2021-01-05,Student,Independence Elementary,1
2021-01-05,Student,Howard Middle,1
2021-01-05,Student,Horizon West Middle,1
2021-01-05,Student,Glenridge Middle,1
2021-01-05,Student,Bridgewater Middle,2
2021-01-05,Student,Boone High,1
2021-01-05,Employee,Windermere High,2
2021-01-05,Employee,Wetherbee Elementary,1
2021-01-05,Employee,Spring Lake Elementary,1
2021-01-05,Employee,Positive Pathways Transition Center,1
2021-01-05,Employee,Pershing School (K-8),1
2021-01-05,Employee,Palm Lake Elementary,1
2021-01-05,Employee,Orange Technical College - Orlando,1
2021-01-05,Employee,Operations,6
2021-01-05,Employee,Ocoee Middle,1
2021-01-05,Employee,Oak Ridge High,2
2021-01-05,Employee,Oak Hill Elementary,1
2021-01-05,Employee,Millennia Gardens Elementary,1
2021-01-05,Employee,Magnolia School,2
2021-01-05,Employee,Lake Nona Middle,1
2021-01-05,Employee,Jones High,1
2021-01-05,Employee,Hunter’s Creek Middle,1
2021-01-05,Employee,Freedom High,1
2021-01-05,Employee,Engelwood Elementary,1
2021-01-05,Employee,Dream Lake Elementary,1
2021-01-05,Employee,Dr. Phillips Elementary,1
2021-01-05,Employee,Dover Shores Elementary,2
2021-01-05,Employee,Discovery Middle,1
2021-01-05,Employee,Curriculum & Digital Learning,1
2021-01-05,Employee,Colonial High,1
2021-01-05,Employee,Cheney Elementary,1
2021-01-05,Employee,Carver Middle,1
2021-01-04,Student,Wolf Lake Elementary,1
2021-01-04,Student,Winter Park High,1
2021-01-04,Student,Windy Ridge School (K-8),1
2021-01-04,Student,Windermere High,1
2021-01-04,Student,Water Spring Elementary,1
2021-01-04,Student,Vista Lakes Elementary,1
2021-01-04,Student,Timber Creek High,2
2021-01-04,Student,Sunset Park Elementary,2
2021-01-04,Student,Sun Blaze Elementary,1
2021-01-04,Student,Orange Technical College - Winter Park,1
2021-01-04,Student,Orange Technical College - Orlando,1
2021-01-04,Student,Ocoee High,1
2021-01-04,Student,Maxey Elementary,1
2021-01-04,Student,Laureate Park Elementary,1
2021-01-04,Student,Lake Nona Middle,1
2021-01-04,Student,Lake George Elementary,1
2021-01-04,Student,Killarney Elementary,2
2021-01-04,Student,Independence Elementary,1
2021-01-04,Student,Horizon West Middle,2
2021-01-04,Student,Forsyth Woods Elementary,1
2021-01-04,Student,Dommerich Elementary,1
2021-01-04,Student,Corner Lake Middle,1
2021-01-04,Student,Clay Springs Elementary,1
2021-01-04,Student,Avalon Elementary,1
2021-01-04,Student,Audubon Park School (K-8),3
2021-01-04,Student,Aloma Elementary,1
2021-01-04,Employee,Windermere Elementary,1
2021-01-04,Employee,Wheatley Elementary,1
2021-01-04,Employee,Wetherbee Elementary,2
2021-01-04,Employee,West Orange High,1
2021-01-04,Employee,Wedgefield School (K-8),1
2021-01-04,Employee,Water Spring Elementary,1
2021-01-04,Employee,Vista Pointe Elementary,1
2021-01-04,Employee,Ventura Elementary,3
2021-01-04,Employee,University High,1
2021-01-04,Employee,Union Park Elementary,1
2021-01-04,Employee,Timber Springs Middle,1
2021-01-04,Employee,Timber Creek High,1
2021-01-04,Employee,Teaching and Learning,5
2021-01-04,Employee,South Creek Middle,1
2021-01-04,Employee,Sand Lake Elementary,1
2021-01-04,Employee,Riverdale Elementary,2
2021-01-04,Employee,Pinewood Elementary,1
2021-01-04,Employee,Palm Lake Elementary,1
2021-01-04,Employee,Orange Technical College - Winter Park,2
2021-01-04,Employee,Orange Technical College - Mid Florida,1
2021-01-04,Employee,Operations,2
2021-01-04,Employee,Olympia High,1
2021-01-04,Employee,Ocoee Middle,1
2021-01-04,Employee,Oak Ridge High,1
2021-01-04,Employee,Mollie Ray Elementary,1
2021-01-04,Employee,Millennia Elementary,1
2021-01-04,Employee,Lovell Elementary,1
2021-01-04,Employee,Lockhart Elementary,1
2021-01-04,Employee,Lancaster Elementary,1
2021-01-04,Employee,Lake Nona Middle,3
2021-01-04,Employee,Lake Nona High,1
2021-01-04,Employee,Ivey Lane Elementary,1
2021-01-04,Employee,Independence Elementary,1
2021-01-04,Employee,Human Resources,1
2021-01-04,Employee,Horizon West Middle,3
2021-01-04,Employee,Hidden Oaks Elementary,1
2021-01-04,Employee,Freedom High,1
2021-01-04,Employee,Fiscal Services,2
2021-01-04,Employee,Evans High,1
2021-01-04,Employee,ESE Transition School,1
2021-01-04,Employee,Dr. Phillips Elementary,1
2021-01-04,Employee,Discovery Middle,1
2021-01-04,Employee,Cypress Springs Elementary,1
2021-01-04,Employee,Columbia Elementary,1
2021-01-04,Employee,Colonial High,1
2021-01-04,Employee,Catalina Elementary,1
2021-01-04,Employee,Bay Lake Elementary,1
2021-01-04,Employee,Audubon Park School (K-8),1
2021-01-04,Employee,Arbor Ridge School (K-8),1
2021-01-03,Student,Wolf Lake Middle,1
2021-01-03,Student,Wolf Lake Elementary,2
2021-01-03,Student,Winter Park High,1
2021-01-03,Student,Windermere Elementary,1
2021-01-03,Student,Wetherbee Elementary,1
2021-01-03,Student,Walker Middle,1
2021-01-03,Student,Vista Lakes Elementary,1
2021-01-03,Student,Timber Creek High,1
2021-01-03,Student,Sun Blaze Elementary,1
2021-01-03,Student,Ocoee Middle,1
2021-01-03,Student,Ocoee High,1
2021-01-03,Student,Millennia Gardens Elementary,1
2021-01-03,Student,Laureate Park Elementary,2
2021-01-03,Student,Lake Nona Middle,2
2021-01-03,Student,Innovation Middle,1
2021-01-03,Student,Hunter’s Creek Middle,2
2021-01-03,Student,Hunter’s Creek Elementary,1
2021-01-03,Student,Howard Middle,1
2021-01-03,Student,Hidden Oaks Elementary,1
2021-01-03,Student,Evans High,1
2021-01-03,Student,Edgewater High,1
2021-01-03,Student,Eagle Creek Elementary,1
2021-01-03,Student,Cypress Creek High,1
2021-01-03,Student,Chickasaw Elementary,1
2021-01-03,Student,Chain of Lakes Middle,1
2021-01-03,Student,Blankner School (K-8),2
2021-01-03,Student,Bay Meadows Elementary,1
2021-01-03,Student,Azalea Park Elementary,1
2021-01-03,Student,Avalon Elementary,1
2021-01-03,Student,Audubon Park School (K-8),1
2021-01-03,Employee,Wolf Lake Elementary,1
2021-01-03,Employee,Winter Park High,1
2021-01-03,Employee,Winter Park 9th Grade Center,1
2021-01-03,Employee,Whispering Oak Elementary,2
2021-01-03,Employee,Westridge Middle,1
2021-01-03,Employee,Westpointe Elementary,2
2021-01-03,Employee,Wekiva High,2
2021-01-03,Employee,Vista Lakes Elementary,4
2021-01-03,Employee,Timber Creek High,1
2021-01-03,Employee,Teaching and Learning,2
2021-01-03,Employee,SunRidge Middle,1
2021-01-03,Employee,South Creek Middle,1
2021-01-03,Employee,Shenandoah Elementary,1
2021-01-03,Employee,Sadler Elementary,1
2021-01-03,Employee,Riverside Elementary,1
2021-01-03,Employee,Piedmont Lakes Middle,1
2021-01-03,Employee,Orange Technical College - Mid Florida,1
2021-01-03,Employee,Ocoee High,2
2021-01-03,Employee,Memorial Middle,1
2021-01-03,Employee,Lakeview Middle,1
2021-01-03,Employee,Killarney Elementary,3
2021-01-03,Employee,Jones High,1
2021-01-03,Employee,Ivey Lane Elementary,1
2021-01-03,Employee,Information Technology Services,1
2021-01-03,Employee,Independence Elementary,1
2021-01-03,Employee,Gateway School,1
2021-01-03,Employee,Evans High,2
2021-01-03,Employee,East River High,2
2021-01-03,Employee,Dr. Phillips High,1
2021-01-03,Employee,Deerwood Elementary,2
2021-01-03,Employee,Conway Elementary,1
2021-01-03,Employee,Clay Springs Elementary,1
2021-01-03,Employee,Boone High,1
2021-01-03,Employee,Avalon Elementary,1
2021-01-02,Student,Winter Park High,1
2021-01-02,Student,Windermere High,1
2021-01-02,Student,University High,1
2021-01-02,Student,Timber Creek High,2
2021-01-02,Student,Ridgewood Park Elementary,1
2021-01-02,Student,Palm Lake Elementary,2
2021-01-02,Student,Olympia High,1
2021-01-02,Student,Millennia Elementary,1
2021-01-02,Student,Meadow Woods Middle,1
2021-01-02,Student,Meadow Woods Elementary,1
2021-01-02,Student,Laureate Park Elementary,1
2021-01-02,Student,Colonial High,1
2021-01-02,Student,Boone High,2
2021-01-02,Student,Blankner School (K-8),1
2021-01-02,Student,Avalon Middle,2
2021-01-02,Student,Audubon Park School (K-8),1
2021-01-02,Employee,Wolf Lake Middle,1
2021-01-02,Employee,Windermere High,1
2021-01-02,Employee,Westridge Middle,1
2021-01-02,Employee,Wedgefield School (K-8),1
2021-01-02,Employee,Tangelo Park Elementary,1
2021-01-02,Employee,Orange Technical College - Winter Park,1
2021-01-02,Employee,Operations,1
2021-01-02,Employee,Olympia High,1
2021-01-02,Employee,Ocoee High,1
2021-01-02,Employee,Millennia Gardens Elementary,1
2021-01-02,Employee,Lake Silver Elementary,1
2021-01-02,Employee,Killarney Elementary,2
2021-01-02,Employee,Hunter’s Creek Elementary,1
2021-01-02,Employee,Dr. Phillips High,1
2021-01-02,Employee,Discovery Middle,1
2021-01-02,Employee,Castle Creek Elementary,1
2021-01-02,Employee,Camelot Elementary,1
2021-01-02,Employee,Boone High,1
2021-01-02,Employee,Apopka High,1
2021-01-01,Student,Winter Park High,1
2021-01-01,Student,Windermere High,1
2021-01-01,Student,Windermere Elementary,1
2021-01-01,Student,West Orange High,1
2021-01-01,Student,Sand Lake Elementary,1
2021-01-01,Student,Meadow Woods Middle,1
2021-01-01,Student,Lake Whitney Elementary,1
2021-01-01,Student,Evans High,1
2021-01-01,Student,East River High,1
2021-01-01,Student,Dr. Phillips High,1
2021-01-01,Student,Corner Lake Middle,1
2021-01-01,Student,Bonneville Elementary,1
2021-01-01,Student,Apopka Memorial Middle,1
2021-01-01,Student,Aloma Elementary,1
2020-12-31,Student,Wolf Lake Middle,1
2020-12-31,Student,Winter Park High,1
2020-12-31,Student,Windy Ridge School (K-8),1
2020-12-31,Student,Windermere High,3
2020-12-31,Student,Westridge Middle,1
2020-12-31,Student,West Orange High,1
2020-12-31,Student,West Creek Elementary,1
2020-12-31,Student,Timber Creek High,1
2020-12-31,Student,Tildenville Elementary,1
2020-12-31,Student,Sunshine Elementary,1
2020-12-31,Student,SunRidge Middle,1
2020-12-31,Student,Southwest Middle,1
2020-12-31,Student,Roberto Clemente Middle,1
2020-12-31,Student,Olympia High,1
2020-12-31,Student,Oakshire Elementary,1
2020-12-31,Student,NorthLake Park Community School,1
2020-12-31,Student,Moss Park Elementary,2
2020-12-31,Student,Millennia Gardens Elementary,1
2020-12-31,Student,Lockhart Middle,1
2020-12-31,Student,Lockhart Elementary,1
2020-12-31,Student,Lake Nona High,1
2020-12-31,Student,Edgewater High,1
2020-12-31,Student,Dr. Phillips High,2
2020-12-31,Student,Cypress Creek High,1
2020-12-31,Student,Colonial High,1
2020-12-31,Student,Bay Meadows Elementary,1
2020-12-31,Student,Avalon Middle,1
2020-12-31,Student,Apopka High,1
2020-12-31,Student,Acceleration West,1
2020-12-30,Student,Windermere High,2
2020-12-30,Student,West Orange High,1
2020-12-30,Student,Union Park Middle,1
2020-12-30,Student,Timber Creek High,1
2020-12-30,Student,Stone Lakes Elementary,1
2020-12-30,Student,Southwood Elementary,1
2020-12-30,Student,Southwest Middle,2
2020-12-30,Student,Pineloch Elementary,2
2020-12-30,Student,Olympia High,2
2020-12-30,Student,Ocoee Middle,1
2020-12-30,Student,Ocoee High,2
2020-12-30,Student,Laureate Park Elementary,1
2020-12-30,Student,Lake Nona High,2
2020-12-30,Student,Lake Como School (K-8),1
2020-12-30,Student,Horizon West Middle,2
2020-12-30,Student,Freedom Middle,1
2020-12-30,Student,Freedom High,1
2020-12-30,Student,Edgewater High,1
2020-12-30,Student,East River High,1
2020-12-30,Student,Discovery Middle,1
2020-12-30,Student,Deerwood Elementary,1
2020-12-30,Student,Cypress Creek High,1
2020-12-30,Student,Conway Middle,1
2020-12-30,Student,Colonial High,1
2020-12-30,Student,Clay Springs Elementary,1
2020-12-30,Student,Cheney Elementary,1
2020-12-30,Student,Boone High,1
2020-12-30,Student,Arbor Ridge School (K-8),1
2020-12-30,Student,Aloma Elementary,1
2020-12-30,Employee,Wekiva High,1
2020-12-30,Employee,University High,1
2020-12-30,Employee,Sunshine Elementary,1
2020-12-30,Employee,South Creek Middle,1
2020-12-30,Employee,Princeton Elementary,1
2020-12-30,Employee,Palm Lake Elementary,1
2020-12-30,Employee,Olympia High,1
2020-12-30,Employee,Ocoee High,1
2020-12-30,Employee,Oak Ridge High,1
2020-12-30,Employee,Millennia Elementary,1
2020-12-30,Employee,Liberty Middle,1
2020-12-30,Employee,Lakemont Elementary,1
2020-12-30,Employee,Lake Sybelia Elementary,1
2020-12-30,Employee,Killarney Elementary,1
2020-12-30,Employee,Freedom Middle,1
2020-12-30,Employee,Dr. Phillips High,1
2020-12-30,Employee,Dillard St. Elementary,1
2020-12-30,Employee,Conway Elementary,1
2020-12-30,Employee,Castle Creek Elementary,1
2020-12-30,Employee,Apopka High,1
2020-12-30,Employee,Alternative Education Center - Compass,1
2020-12-30,Employee,Acceleration East,1
2020-12-29,Student,Windy Ridge School (K-8),1
2020-12-29,Student,Windermere High,2
2020-12-29,Student,West Orange High,1
2020-12-29,Student,Vista Lakes Elementary,1
2020-12-29,Student,Sunshine Elementary,1
2020-12-29,Student,Palm Lake Elementary,3
2020-12-29,Student,Olympia High,1
2020-12-29,Student,Ocoee High,1
2020-12-29,Student,Oak Ridge High,1
2020-12-29,Student,Oak Hill Elementary,1
2020-12-29,Student,Lake Nona Middle,1
2020-12-29,Student,Lake Nona High,1
2020-12-29,Student,Jones High,1
2020-12-29,Student,Glenridge Middle,1
2020-12-29,Student,Freedom High,1
2020-12-29,Student,Castleview Elementary,1
2020-12-28,Student,Winter Park High,1
2020-12-28,Student,Windermere High,1
2020-12-28,Student,Windermere Elementary,1
2020-12-28,Student,West Oaks Elementary,1
2020-12-28,Student,Union Park Elementary,1
2020-12-28,Student,Timber Creek High,4
2020-12-28,Student,Southwest Middle,1
2020-12-28,Student,South Creek Middle,2
2020-12-28,Student,Palm Lake Elementary,1
2020-12-28,Student,Meadow Woods Middle,1
2020-12-28,Student,Laureate Park Elementary,1
2020-12-28,Student,Lake Silver Elementary,1
2020-12-28,Student,Lake Nona Middle,1
2020-12-28,Student,Lake Nona High,2
2020-12-28,Student,Hunter’s Creek Middle,1
2020-12-28,Student,East River High,1
2020-12-28,Student,Dr. Phillips High,1
2020-12-28,Student,Cypress Creek High,1
2020-12-28,Student,Castleview Elementary,2
2020-12-28,Student,Audubon Park School (K-8),5
2020-12-28,Employee,Hunter’s Creek Middle,1
