date,type,location,count
2021-04-05,Employee,Facilities Services,1
2021-04-05,Employee,ESE Transition School,1
2021-04-05,Employee,Boone High,1
2021-04-04,Student,West Orange High,1
2021-04-04,Student,Wekiva High,1
2021-04-04,Student,Ventura Elementary,1
2021-04-04,Student,Orange Technical College - Orlando,1
2021-04-04,Student,Dr. Phillips High,1
2021-04-04,Employee,Pineloch Elementary,1
2021-04-03,Student,Ocoee Elementary,1
2021-04-03,Student,Boone High,1
2021-04-03,Employee,Vista Pointe Elementary,1
2021-04-02,Vendor/Visitor,Lake Weston Elementary,1
2021-04-02,Student,Windermere High,1
2021-04-02,Student,Wekiva High,1
2021-04-02,Student,Waterbridge Elementary,1
2021-04-02,Student,University High,1
2021-04-02,Student,Stone Lakes Elementary,1
2021-04-02,Student,Southwest Middle,2
2021-04-02,Student,Robinswood Middle,1
2021-04-02,Student,Olympia High,3
2021-04-02,Student,Maitland Middle,2
2021-04-02,Student,Liberty Middle,1
2021-04-02,Student,Legacy Middle,1
2021-04-02,Student,Edgewater High,3
2021-04-02,Student,East River High,2
2021-04-02,Student,Dr. Phillips High,5
2021-04-02,Student,Cypress Springs Elementary,1
2021-04-02,Student,Conway Middle,1
2021-04-02,Student,Camelot Elementary,1
2021-04-02,Student,Boone High,1
2021-04-02,Student,Blankner School (K-8),1
2021-04-02,Student,Avalon Middle,1
2021-04-02,Student,Apopka High,2
2021-04-02,Employee,Southwest Middle,2
2021-04-02,Employee,Operations,2
2021-04-02,Employee,Lockhart Elementary,1
2021-04-02,Employee,Endeavor Elementary,1
2021-04-01,Vendor/Visitor,Shenandoah Elementary,1
2021-04-01,Student,Wolf Lake Elementary,1
2021-04-01,Student,Windermere High,1
2021-04-01,Student,Union Park Middle,1
2021-04-01,Student,Timber Lakes Elementary,1
2021-04-01,Student,Tildenville Elementary,1
2021-04-01,Student,Orlo Vista Elementary,1
2021-04-01,Student,Odyssey Middle,1
2021-04-01,Student,Ocoee Middle,1
2021-04-01,Student,Ocoee High,3
2021-04-01,Student,Meadow Woods Middle,1
2021-04-01,Student,Meadow Woods Elementary,2
2021-04-01,Student,Lake George Elementary,1
2021-04-01,Student,Jones High,1
2021-04-01,Student,John Young Elementary,1
2021-04-01,Student,Dr. Phillips High,4
2021-04-01,Student,Conway Middle,1
2021-04-01,Student,Colonial High,1
2021-04-01,Student,Bridgewater Middle,1
2021-04-01,Student,Blankner School (K-8),2
2021-04-01,Employee,Rock Springs Elementary,1
2021-04-01,Employee,Pine Hills Elementary,1
2021-04-01,Employee,Operations,3
2021-04-01,Employee,Ocoee High,1
2021-04-01,Employee,Hungerford Elementary,1
2021-03-31,Student,Wolf Lake Middle,1
2021-03-31,Student,Windy Ridge School (K-8),1
2021-03-31,Student,Windermere High,1
2021-03-31,Student,West Orange High,1
2021-03-31,Student,Wekiva High,4
2021-03-31,Student,Vista Pointe Elementary,2
2021-03-31,Student,Sunshine Elementary,1
2021-03-31,Student,SunRidge Middle,1
2021-03-31,Student,Shenandoah Elementary,1
2021-03-31,Student,Roberto Clemente Middle,1
2021-03-31,Student,Ocoee High,1
2021-03-31,Student,OCPS Academic Center for Excellence,1
2021-03-31,Student,Liberty Middle,1
2021-03-31,Student,Lawton Chiles Elementary,2
2021-03-31,Student,Lancaster Elementary,1
2021-03-31,Student,Lake Nona Middle,1
2021-03-31,Student,Lake Nona High,1
2021-03-31,Student,Lake Como School (K-8),1
2021-03-31,Student,Jones High,1
2021-03-31,Student,Hunter’s Creek Elementary,1
2021-03-31,Student,East River High,1
2021-03-31,Student,Dr. Phillips Elementary,1
2021-03-31,Student,Deerwood Elementary,1
2021-03-31,Student,Chickasaw Elementary,1
2021-03-31,Student,Blankner School (K-8),1
2021-03-30,Student,Windy Ridge School (K-8),1
2021-03-30,Student,Windermere High,3
2021-03-30,Student,Windermere Elementary,1
2021-03-30,Student,Westpointe Elementary,2
2021-03-30,Student,Vista Lakes Elementary,1
2021-03-30,Student,University High,2
2021-03-30,Student,Sunset Park Elementary,1
2021-03-30,Student,Sunridge Elementary,1
2021-03-30,Student,Southwood Elementary,1
2021-03-30,Student,South Creek Middle,1
2021-03-30,Student,Orange Technical College - Orlando,1
2021-03-30,Student,Odyssey Middle,2
2021-03-30,Student,Lake Silver Elementary,1
2021-03-30,Student,Lake Nona High,3
2021-03-30,Student,Edgewater High,4
2021-03-30,Student,Deerwood Elementary,1
2021-03-30,Student,Cypress Creek High,1
2021-03-30,Student,Colonial High 9th Grade Center,2
2021-03-30,Student,Bridgewater Middle,1
2021-03-30,Student,Boone High,3
2021-03-30,Student,Bonneville Elementary,1
2021-03-30,Student,Baldwin Park Elementary,2
2021-03-30,Student,Apopka High,4
2021-03-30,Employee,Washington Shores Primary Learning Center,1
2021-03-30,Employee,Timber Creek High,1
2021-03-30,Employee,Teaching and Learning,2
2021-03-30,Employee,Riverside Elementary,1
2021-03-30,Employee,Oak Ridge High,1
2021-03-30,Employee,Magnolia School,1
2021-03-30,Employee,Innovation Middle,1
2021-03-30,Employee,Hunter’s Creek Middle,1
2021-03-30,Employee,Cypress Springs Elementary,1
2021-03-29,Vendor/Visitor,Eagle Creek Elementary,1
2021-03-29,Student,Windy Ridge School (K-8),1
2021-03-29,Student,Windermere High,1
2021-03-29,Student,Waterbridge Elementary,1
2021-03-29,Student,Water Spring Elementary,2
2021-03-29,Student,Timber Creek High,1
2021-03-29,Student,Three Points Elementary,3
2021-03-29,Student,Sunshine Elementary,2
2021-03-29,Student,Shenandoah Elementary,2
2021-03-29,Student,Roberto Clemente Middle,1
2021-03-29,Student,Piedmont Lakes Middle,1
2021-03-29,Student,Pershing School (K-8),2
2021-03-29,Student,Palm Lake Elementary,1
2021-03-29,Student,Olympia High,2
2021-03-29,Student,Ocoee High,1
2021-03-29,Student,Moss Park Elementary,1
2021-03-29,Student,Memorial Middle,1
2021-03-29,Student,Maitland Middle,1
2021-03-29,Student,Laureate Park Elementary,1
2021-03-29,Student,Lake Nona Middle,1
2021-03-29,Student,Lake Nona High,5
2021-03-29,Student,Jones High,1
2021-03-29,Student,Innovation Middle,1
2021-03-29,Student,Hunter’s Creek Middle,3
2021-03-29,Student,Glenridge Middle,1
2021-03-29,Student,Evans High,2
2021-03-29,Student,Edgewater High,3
2021-03-29,Student,Eagle Creek Elementary,1
2021-03-29,Student,Corner Lake Middle,1
2021-03-29,Student,Conway Middle,1
2021-03-29,Student,Boone High,2
2021-03-29,Student,Apopka Memorial Middle,2
2021-03-29,Student,Andover Elementary,1
2021-03-29,Employee,Wedgefield School (K-8),1
2021-03-29,Employee,Walker Middle,1
2021-03-29,Employee,Riverdale Elementary,1
2021-03-29,Employee,Orange Technical College - Mid Florida,1
2021-03-29,Employee,Operations,1
2021-03-29,Employee,NorthLake Park Community School,1
2021-03-29,Employee,Lockhart Elementary,1
2021-03-29,Employee,Lake Weston Elementary,1
2021-03-29,Employee,Lake George Elementary,1
2021-03-29,Employee,Hungerford Elementary,1
2021-03-29,Employee,Hidden Oaks Elementary,1
2021-03-29,Employee,East River High,1
2021-03-29,Employee,Colonial High 9th Grade Center,1
2021-03-29,Employee,Apopka High,1
2021-03-28,Student,Winegard Elementary,2
2021-03-28,Student,Sunridge Elementary,2
2021-03-28,Student,Pershing School (K-8),1
2021-03-28,Student,Palm Lake Elementary,1
2021-03-28,Student,Jones High,1
2021-03-28,Student,Hillcrest Elementary,1
2021-03-28,Student,Gotha Middle,1
2021-03-28,Employee,Glenridge Middle,1
2021-03-27,Student,Pinar Elementary,1
2021-03-27,Student,Eagle Creek Elementary,1
2021-03-27,Student,Boone High,1
2021-03-26,Student,Wolf Lake Middle,1
2021-03-26,Student,Wolf Lake Elementary,1
2021-03-26,Student,Winter Park High,3
2021-03-26,Student,Windermere High,2
2021-03-26,Student,West Orange High,1
2021-03-26,Student,Sunshine Elementary,1
2021-03-26,Student,Sand Lake Elementary,1
2021-03-26,Student,Ridgewood Park Elementary,1
2021-03-26,Student,Orange Technical College - Mid Florida,1
2021-03-26,Student,Maitland Middle,2
2021-03-26,Student,Horizon West Middle,1
2021-03-26,Student,Edgewater High,16
2021-03-26,Student,Eagle’s Nest Elementary,1
2021-03-26,Student,Dr. Phillips High,1
2021-03-26,Student,Dr. Phillips Elementary,1
2021-03-26,Student,Colonial High 9th Grade Center,1
2021-03-26,Student,Castleview Elementary,1
2021-03-26,Student,Boone High,3
2021-03-26,Student,Bonneville Elementary,1
2021-03-26,Employee,Wolf Lake Elementary,1
2021-03-26,Employee,West Orange High,1
2021-03-26,Employee,Hospital Homebound/Esteem Academy,1
2021-03-26,Employee,Cypress Creek High,1
2021-03-26,Employee,Curriculum & Digital Learning,1
2021-03-26,Employee,Catalina Elementary,1
2021-03-26,Employee,Azalea Park Elementary,1
2021-03-25,Vendor/Visitor,Eagle Creek Elementary,1
2021-03-25,Student,Wolf Lake Middle,1
2021-03-25,Student,Winter Park High,1
2021-03-25,Student,Wheatley Elementary,1
2021-03-25,Student,Wekiva High,1
2021-03-25,Student,Vista Lakes Elementary,1
2021-03-25,Student,Timber Springs Middle,1
2021-03-25,Student,Timber Creek High,1
2021-03-25,Student,SunRidge Middle,1
2021-03-25,Student,Sand Lake Elementary,1
2021-03-25,Student,Piedmont Lakes Middle,3
2021-03-25,Student,Lake Nona High,1
2021-03-25,Student,Jones High,1
2021-03-25,Student,Horizon West Middle,1
2021-03-25,Student,Hidden Oaks Elementary,1
2021-03-25,Student,Columbia Elementary,1
2021-03-25,Student,Castleview Elementary,1
2021-03-25,Student,Boone High,5
2021-03-25,Student,Aloma Elementary,1
2021-03-25,Employee,Oak Ridge High,1
2021-03-25,Employee,Jones High,1
2021-03-25,Employee,Discovery Middle,1
2021-03-25,Employee,Bonneville Elementary,1
2021-03-24,Vendor/Visitor,Memorial Middle,1
2021-03-24,Student,Wolf Lake Elementary,1
2021-03-24,Student,Winter Park High,1
2021-03-24,Student,Winter Park 9th Grade Center,1
2021-03-24,Student,Vista Pointe Elementary,1
2021-03-24,Student,Union Park Elementary,1
2021-03-24,Student,Timber Creek High,1
2021-03-24,Student,Thornebrooke Elementary,2
2021-03-24,Student,Olympia High,1
2021-03-24,Student,Lovell Elementary,1
2021-03-24,Student,Lake Nona High,2
2021-03-24,Student,Hunter’s Creek Middle,1
2021-03-24,Student,Hillcrest Elementary,1
2021-03-24,Student,Glenridge Middle,2
2021-03-24,Student,East River High,1
2021-03-24,Student,Colonial High 9th Grade Center,1
2021-03-24,Student,Clay Springs Elementary,1
2021-03-24,Student,Bridgewater Middle,2
2021-03-24,Student,Boone High,4
2021-03-24,Student,Apopka Memorial Middle,1
2021-03-24,Student,Apopka High,1
2021-03-24,Employee,Orange County Virtual School,1
2021-03-24,Employee,Ocoee Middle,1
2021-03-24,Employee,ESE Transition School,1
2021-03-23,Student,Windermere High,1
2021-03-23,Student,Waterford Elementary,1
2021-03-23,Student,Water Spring Elementary,2
2021-03-23,Student,Washington Shores Elementary,1
2021-03-23,Student,Vista Lakes Elementary,1
2021-03-23,Student,Timber Creek High,1
2021-03-23,Student,Three Points Elementary,1
2021-03-23,Student,Sunset Park Elementary,1
2021-03-23,Student,Sally Ride Elementary,1
2021-03-23,Student,Orlando Gifted Academy,1
2021-03-23,Student,Olympia High,1
2021-03-23,Student,Ocoee Middle,1
2021-03-23,Student,Ocoee High,1
2021-03-23,Student,Liberty Middle,1
2021-03-23,Student,Lake Weston Elementary,1
2021-03-23,Student,Lake Nona High,1
2021-03-23,Student,Hiawassee Elementary,1
2021-03-23,Student,Edgewater High,1
2021-03-23,Student,Cypress Creek High,2
2021-03-23,Student,Corner Lake Middle,1
2021-03-23,Student,Colonial High 9th Grade Center,1
2021-03-23,Student,Castleview Elementary,1
2021-03-23,Student,Boone High,6
2021-03-23,Student,Bay Lake Elementary,1
2021-03-23,Student,Avalon Middle,2
2021-03-23,Student,Arbor Ridge School (K-8),1
2021-03-23,Employee,School Choice Services,1
2021-03-23,Employee,Olympia High,1
2021-03-23,Employee,Lockhart Middle,1
2021-03-23,Employee,Liberty Middle,1
2021-03-23,Employee,Legacy Middle,1
2021-03-23,Employee,Catalina Elementary,1
2021-03-23,Employee,Boone High,1
2021-03-22,Student,Winter Park High,2
2021-03-22,Student,Windy Ridge School (K-8),3
2021-03-22,Student,Windermere High,3
2021-03-22,Student,West Creek Elementary,4
2021-03-22,Student,Wedgefield School (K-8),3
2021-03-22,Student,Vista Pointe Elementary,1
2021-03-22,Student,Vista Lakes Elementary,1
2021-03-22,Student,Timber Springs Middle,2
2021-03-22,Student,SunRidge Middle,2
2021-03-22,Student,Sadler Elementary,2
2021-03-22,Student,Pinar Elementary,1
2021-03-22,Student,Palmetto Elementary,1
2021-03-22,Student,Orlo Vista Elementary,1
2021-03-22,Student,Maitland Middle,1
2021-03-22,Student,Lockhart Elementary,1
2021-03-22,Student,Lake Nona High,1
2021-03-22,Student,Lake Como School (K-8),1
2021-03-22,Student,Innovation Middle,1
2021-03-22,Student,Independence Elementary,1
2021-03-22,Student,Hidden Oaks Elementary,2
2021-03-22,Student,Dr. Phillips High,10
2021-03-22,Student,Deerwood Elementary,1
2021-03-22,Student,Colonial High,1
2021-03-22,Student,Boone High,27
2021-03-22,Student,Avalon Elementary,2
2021-03-22,Student,Apopka Memorial Middle,1
2021-03-22,Employee,Winter Park High,1
2021-03-22,Employee,Wedgefield School (K-8),1
2021-03-22,Employee,Positive Pathways Transition Center,1
2021-03-22,Employee,Orlo Vista Elementary,1
2021-03-22,Employee,Operations,1
2021-03-22,Employee,Lockhart Elementary,1
2021-03-22,Employee,Hunter’s Creek Middle,1
2021-03-22,Employee,Gotha Middle,1
2021-03-22,Employee,Fiscal Services,1
2021-03-22,Employee,ESE Transition School,1
2021-03-22,Employee,Dr. Phillips High,1
2021-03-22,Employee,Conway Middle,1
2021-03-22,Employee,Colonial High,1
2021-03-21,Student,Timber Creek High,4
2021-03-21,Student,Dommerich Elementary,2
2021-03-21,Employee,Operations,1
2021-03-21,Employee,Liberty Middle,1
2021-03-21,Employee,Lawton Chiles Elementary,1
2021-03-21,Employee,Bonneville Elementary,1
2021-03-21,Employee,Azalea Park Elementary,1
2021-03-20,Employee,Tangelo Park Elementary,1
2021-03-19,Student,Windermere High,1
2021-03-19,Student,Orange Technical College - Winter Park,1
2021-03-19,Student,Oakshire Elementary,1
2021-03-19,Student,Edgewater High,1
2021-03-19,Student,Castleview Elementary,1
2021-03-19,Employee,Timber Springs Middle,1
2021-03-19,Employee,MetroWest Elementary,1
2021-03-19,Employee,Lake Sybelia Elementary,1
2021-03-19,Employee,Arbor Ridge School (K-8),1
2021-03-18,Student,Walker Middle,1
2021-03-18,Student,Stone Lakes Elementary,1
2021-03-18,Student,Riverdale Elementary,1
2021-03-18,Student,Lake Nona High,1
2021-03-17,Student,SunRidge Middle,1
2021-03-17,Student,Stone Lakes Elementary,1
2021-03-17,Student,Roberto Clemente Middle,1
2021-03-17,Student,Olympia High,1
2021-03-17,Student,Liberty Middle,1
2021-03-17,Student,Lake Nona High,1
2021-03-17,Student,Jones High,1
2021-03-17,Student,Edgewater High,2
2021-03-17,Student,Apopka High,1
2021-03-17,Employee,West Oaks Elementary,1
2021-03-17,Employee,Vista Lakes Elementary,1
2021-03-17,Employee,Operations,3
2021-03-17,Employee,Lake Silver Elementary,1
2021-03-17,Employee,Lake Nona High,1
2021-03-16,Student,Wheatley Elementary,1
2021-03-16,Student,Vista Lakes Elementary,1
2021-03-16,Student,Lake Nona High,1
2021-03-16,Student,Gateway School,1
2021-03-16,Student,Cheney Elementary,1
2021-03-16,Student,Boone High,1
2021-03-16,Employee,Windermere High,1
2021-03-16,Employee,Wheatley Elementary,1
2021-03-16,Employee,University High,1
2021-03-16,Employee,Oak Ridge High,1
2021-03-16,Employee,Catalina Elementary,1
2021-03-16,Employee,Avalon Middle,1
2021-03-15,Student,Windermere High,1
2021-03-15,Student,West Oaks Elementary,1
2021-03-15,Student,Wekiva High,1
2021-03-15,Student,Riverdale Elementary,1
2021-03-15,Student,Olympia High,2
2021-03-15,Student,Memorial Middle,1
2021-03-15,Student,Little River Elementary,1
2021-03-15,Student,Lawton Chiles Elementary,1
2021-03-15,Student,Lake Nona High,2
2021-03-15,Student,Corner Lake Middle,2
2021-03-15,Employee,Oak Ridge High,2
2021-03-14,Employee,Lockhart Middle,1
2021-03-13,Employee,Wheatley Elementary,1
2021-03-12,Vendor/Visitor,Gotha Middle,1
2021-03-12,Student,Windermere High,1
2021-03-12,Student,Sunshine Elementary,1
2021-03-12,Student,South Creek Middle,1
2021-03-12,Student,Hunter’s Creek Middle,1
2021-03-12,Student,Cypress Creek High,1
2021-03-12,Student,Corner Lake Middle,1
2021-03-12,Student,Castle Creek Elementary,1
2021-03-12,Student,Boone High,1
2021-03-12,Student,Avalon Middle,1
2021-03-12,Student,Avalon Elementary,1
2021-03-12,Employee,Lake Nona High,1
2021-03-11,Student,Westridge Middle,1
2021-03-11,Student,University High,2
2021-03-11,Student,Union Park Middle,1
2021-03-11,Student,Summerlake Elementary,1
2021-03-11,Student,Robinswood Middle,1
2021-03-11,Student,OCPS Academic Center for Excellence,2
2021-03-11,Student,Moss Park Elementary,1
2021-03-11,Student,Legacy Middle,1
2021-03-11,Student,Lancaster Elementary,1
2021-03-11,Student,Lake Sybelia Elementary,1
2021-03-11,Student,Freedom Middle,1
2021-03-11,Student,Brookshire Elementary,1
2021-03-11,Student,Apopka High,1
2021-03-11,Employee,Ocoee High,1
2021-03-11,Employee,Lawton Chiles Elementary,1
2021-03-11,Employee,Facilities Services,1
2021-03-10,Student,West Orange High,1
2021-03-10,Student,West Creek Elementary,1
2021-03-10,Student,Ventura Elementary,1
2021-03-10,Student,University High,2
2021-03-10,Student,Timber Creek High,1
2021-03-10,Student,Sunset Park Elementary,1
2021-03-10,Student,SunRidge Middle,1
2021-03-10,Student,Pineloch Elementary,1
2021-03-10,Student,Ocoee Middle,1
2021-03-10,Student,Laureate Park Elementary,2
2021-03-10,Student,Lake Nona High,3
2021-03-10,Student,Eagle Creek Elementary,1
2021-03-10,Student,Dr. Phillips High,5
2021-03-10,Student,Dommerich Elementary,1
2021-03-10,Student,Cypress Creek High,2
2021-03-10,Student,College Park Middle,1
2021-03-10,Student,Brookshire Elementary,1
2021-03-10,Student,Bay Meadows Elementary,1
2021-03-10,Student,Avalon Middle,1
2021-03-10,Student,Apopka High,1
2021-03-10,Employee,Walker Middle,1
2021-03-10,Employee,Thornebrooke Elementary,1
2021-03-10,Employee,Frangus Elementary,1
2021-03-10,Employee,Apopka High,1
2021-03-09,Student,Wolf Lake Elementary,1
2021-03-09,Student,Winter Park 9th Grade Center,1
2021-03-09,Student,West Creek Elementary,1
2021-03-09,Student,Waterbridge Elementary,1
2021-03-09,Student,Walker Middle,1
2021-03-09,Student,Vista Lakes Elementary,2
2021-03-09,Student,Union Park Elementary,1
2021-03-09,Student,SunRidge Middle,1
2021-03-09,Student,Pineloch Elementary,1
2021-03-09,Student,Orange Technical College - Westside,1
2021-03-09,Student,Orange Technical College - Mid Florida,1
2021-03-09,Student,Ocoee Middle,1
2021-03-09,Student,MetroWest Elementary,1
2021-03-09,Student,Memorial Middle,1
2021-03-09,Student,Lakeview Middle,1
2021-03-09,Student,Lake Nona High,1
2021-03-09,Student,Jones High,1
2021-03-09,Student,Independence Elementary,2
2021-03-09,Student,Freedom Middle,1
2021-03-09,Student,Eagle Creek Elementary,1
2021-03-09,Student,Conway Elementary,1
2021-03-09,Student,Bay Lake Elementary,1
2021-03-09,Student,Avalon Middle,1
2021-03-09,Student,Apopka High,1
2021-03-09,Employee,Union Park Elementary,1
2021-03-09,Employee,Oak Ridge High,1
2021-03-09,Employee,Facilities Services,1
2021-03-09,Employee,East River High,2
2021-03-09,Employee,Chain of Lakes Middle,1
2021-03-08,Vendor/Visitor,Princeton Elementary,1
2021-03-08,Student,Wolf Lake Elementary,1
2021-03-08,Student,Vista Lakes Elementary,2
2021-03-08,Student,Timber Springs Middle,1
2021-03-08,Student,Thornebrooke Elementary,1
2021-03-08,Student,Summerlake Elementary,1
2021-03-08,Student,Sand Lake Elementary,1
2021-03-08,Student,Rolling Hills Elementary,1
2021-03-08,Student,Roberto Clemente Middle,1
2021-03-08,Student,Olympia High,2
2021-03-08,Student,Oak Ridge High,1
2021-03-08,Student,Lancaster Elementary,1
2021-03-08,Student,Lake Whitney Elementary,1
2021-03-08,Student,Lake Nona High,1
2021-03-08,Student,Jones High,1
2021-03-08,Student,Edgewater High,1
2021-03-08,Student,Corner Lake Middle,1
2021-03-08,Student,Colonial High 9th Grade Center,1
2021-03-08,Student,Colonial High,2
2021-03-08,Student,Chickasaw Elementary,1
2021-03-08,Student,Carver Middle,1
2021-03-08,Student,Bonneville Elementary,1
2021-03-08,Student,Bay Meadows Elementary,1
2021-03-08,Student,Avalon Middle,1
2021-03-08,Employee,Odyssey Middle,1
2021-03-08,Employee,Magnolia School,1
2021-03-08,Employee,Conway Elementary,1
2021-03-08,Employee,Colonial High,2
2021-03-08,Employee,Castleview Elementary,1
2021-03-08,Employee,Bonneville Elementary,1
2021-03-07,Student,Eccleston Elementary,1
2021-03-07,Employee,Water Spring Elementary,1
2021-03-07,Employee,Teaching and Learning,2
2021-03-07,Employee,Riverdale Elementary,1
2021-03-07,Employee,Laureate Park Elementary,1
2021-03-07,Employee,Engelwood Elementary,2
2021-03-05,Vendor/Visitor,Waterford Elementary,1
2021-03-05,Vendor/Visitor,OCPS Academic Center for Excellence,1
2021-03-05,Student,West Orange High,1
2021-03-05,Student,University High,1
2021-03-05,Student,Timber Springs Middle,1
2021-03-05,Student,Timber Creek High,1
2021-03-05,Student,Tangelo Park Elementary,1
2021-03-05,Student,Sunrise Elementary,1
2021-03-05,Student,Positive Pathways Transition Center,1
2021-03-05,Student,Meadow Woods Middle,1
2021-03-05,Student,Lake Weston Elementary,1
2021-03-05,Student,Lake Nona High,2
2021-03-05,Student,Lake George Elementary,1
2021-03-05,Student,Evans High,1
2021-03-05,Student,Cypress Creek High,1
2021-03-05,Student,Colonial High,2
2021-03-05,Student,Clay Springs Elementary,1
2021-03-05,Student,Avalon Middle,2
2021-03-05,Employee,Westridge Middle,1
2021-03-05,Employee,Wedgefield School (K-8),1
2021-03-05,Employee,Pinewood Elementary,1
2021-03-05,Employee,Chickasaw Elementary,1
2021-03-04,Student,Wolf Lake Middle,1
2021-03-04,Student,Westridge Middle,1
2021-03-04,Student,Wedgefield School (K-8),2
2021-03-04,Student,Timber Creek High,2
2021-03-04,Student,Southwood Elementary,1
2021-03-04,Student,Liberty Middle,1
2021-03-04,Student,Lake Nona Middle,2
2021-03-04,Student,Independence Elementary,1
2021-03-04,Student,Hungerford Elementary,1
2021-03-04,Student,Dream Lake Elementary,1
2021-03-04,Student,Colonial High,1
2021-03-04,Student,Bonneville Elementary,1
2021-03-04,Student,Apopka Memorial Middle,2
2021-03-04,Student,Apopka High,2
2021-03-04,Employee,Wekiva High,1
2021-03-04,Employee,Waterbridge Elementary,1
2021-03-04,Employee,Tangelo Park Elementary,1
2021-03-04,Employee,Operations,1
2021-03-04,Employee,McCoy Elementary,1
2021-03-04,Employee,John Young Elementary,1
2021-03-04,Employee,Colonial High,2
2021-03-04,Employee,Citrus Elementary,1
2021-03-04,Employee,Baldwin Park Elementary,1
2021-03-03,Student,Winegard Elementary,1
2021-03-03,Student,Windermere High,1
2021-03-03,Student,Water Spring Elementary,1
2021-03-03,Student,Summerlake Elementary,1
2021-03-03,Student,Riverdale Elementary,2
2021-03-03,Student,Piedmont Lakes Middle,1
2021-03-03,Student,Palm Lake Elementary,1
2021-03-03,Student,NorthLake Park Community School,1
2021-03-03,Student,Laureate Park Elementary,1
2021-03-03,Student,Lake Nona High,1
2021-03-03,Student,Independence Elementary,1
2021-03-03,Student,Cypress Creek High,2
2021-03-03,Student,Colonial High 9th Grade Center,1
2021-03-03,Student,Castle Creek Elementary,1
2021-03-03,Student,Bay Meadows Elementary,1
2021-03-03,Student,Apopka High,1
2021-03-03,Student,Apopka Elementary,2
2021-03-03,Employee,Union Park Elementary,1
2021-03-03,Employee,Southwood Elementary,1
2021-03-03,Employee,Olympia High,1
2021-03-03,Employee,Ocoee Middle,1
2021-03-03,Employee,Moss Park Elementary,1
2021-03-03,Employee,Lockhart Middle,1
2021-03-03,Employee,Laureate Park Elementary,1
2021-03-03,Employee,Castle Creek Elementary,1
2021-03-02,Student,Windermere Elementary,1
2021-03-02,Student,Westpointe Elementary,1
2021-03-02,Student,Wekiva High,3
2021-03-02,Student,University High,7
2021-03-02,Student,SunRidge Middle,1
2021-03-02,Student,Prairie Lake Elementary,1
2021-03-02,Student,Olympia High,1
2021-03-02,Student,Laureate Park Elementary,1
2021-03-02,Student,John Young Elementary,1
2021-03-02,Student,Freedom High,1
2021-03-02,Student,Cypress Creek High,1
2021-03-02,Student,Apopka Memorial Middle,1
2021-03-02,Student,Apopka Elementary,1
2021-03-02,Employee,Whispering Oak Elementary,1
2021-03-02,Employee,Teaching and Learning,3
2021-03-02,Employee,Shenandoah Elementary,1
2021-03-02,Employee,OCPS Academic Center for Excellence,1
2021-03-02,Employee,Lockhart Middle,1
2021-03-02,Employee,Colonial High,1
2021-03-01,Vendor/Visitor,Sunrise Elementary,1
2021-03-01,Vendor/Visitor,Avalon Elementary,1
2021-03-01,Student,Windermere High,1
2021-03-01,Student,Windermere Elementary,1
2021-03-01,Student,West Creek Elementary,1
2021-03-01,Student,Wekiva High,2
2021-03-01,Student,Wedgefield School (K-8),1
2021-03-01,Student,Walker Middle,1
2021-03-01,Student,University High,1
2021-03-01,Student,Union Park Middle,1
2021-03-01,Student,Union Park Elementary,3
2021-03-01,Student,Timber Creek High,4
2021-03-01,Student,Sunset Park Elementary,1
2021-03-01,Student,Sunridge Elementary,1
2021-03-01,Student,SunRidge Middle,1
2021-03-01,Student,Princeton Elementary,1
2021-03-01,Student,Pinar Elementary,1
2021-03-01,Student,Orlando Gifted Academy,1
2021-03-01,Student,Millennia Elementary,1
2021-03-01,Student,Laureate Park Elementary,1
2021-03-01,Student,Lake Nona Middle,1
2021-03-01,Student,Independence Elementary,1
2021-03-01,Student,Discovery Middle,1
2021-03-01,Student,Colonial High,2
2021-03-01,Student,Cheney Elementary,1
2021-03-01,Student,Boone High,1
2021-03-01,Student,Bay Meadows Elementary,2
2021-03-01,Student,Avalon Middle,1
2021-03-01,Student,Avalon Elementary,2
2021-03-01,Student,Audubon Park School (K-8),1
2021-03-01,Student,Apopka Memorial Middle,1
2021-03-01,Student,Alternative Education Centers,1
2021-03-01,Employee,Wedgefield School (K-8),1
2021-03-01,Employee,Southwood Elementary,2
2021-03-01,Employee,Positive Pathways Transition Center,1
2021-03-01,Employee,Pershing School (K-8),1
2021-03-01,Employee,Operations,2
2021-03-01,Employee,Olympia High,1
2021-03-01,Employee,Millennia Gardens Elementary,2
2021-03-01,Employee,Lovell Elementary,1
2021-03-01,Employee,Lake Nona Middle,1
2021-03-01,Employee,Human Resources,1
2021-03-01,Employee,Hidden Oaks Elementary,1
2021-03-01,Employee,Freedom High,1
2021-03-01,Employee,Cypress Creek High,1
2021-03-01,Employee,Camelot Elementary,1
2021-03-01,Employee,Avalon Middle,1
2021-02-28,Employee,Cypress Creek High,1
2021-02-28,Employee,Camelot Elementary,1
2021-02-27,Employee,Water Spring Elementary,1
2021-02-27,Employee,Timber Creek High,1
2021-02-27,Employee,Laureate Park Elementary,1
2021-02-27,Employee,Castle Creek Elementary,1
2021-02-26,Student,Winter Park 9th Grade Center,1
2021-02-26,Student,Walker Middle,1
2021-02-26,Student,Ventura Elementary,1
2021-02-26,Student,Union Park Middle,1
2021-02-26,Student,Timber Creek High,2
2021-02-26,Student,Meadowbrook Middle,1
