date,location,white,black,native,asian,pacific,multi,non-hisp,hisp,total,capacity
2020-11-02 00:00:00,Lakemont Elementary,72,17,0,5,0,6,63,37,556,707.0
2020-11-02 00:00:00,Lake Whitney Elementary,70,11,1,13,1,5,82,18,513,566.0
2020-11-02 00:00:00,Lake Weston Elementary,34,64,0,1,1,1,68,32,495,707.0
2020-11-02 00:00:00,Lake Sybelia Elementary,59,36,0,3,1,1,73,27,412,589.0
2020-11-02 00:00:00,Lake Silver Elementary,35,59,0,1,0,4,85,15,527,659.0
2020-11-02 00:00:00,Lake Nona Middle,80,10,0,7,0,3,40,60,1472,1235.0
2020-11-02 00:00:00,Lake Nona High,82,9,0,6,1,2,39,61,3517,2807.0
2020-11-02 00:00:00,Lake George Elementary,73,20,1,2,0,4,38,62,433,591.0
2020-11-02 00:00:00,Lake Gem Elementary,8,90,0,1,0,1,91,9,579,568.0
2020-11-02 00:00:00,Lake Eola Charter,66,22,0,5,0,7,81,19,213,inf
2020-11-02 00:00:00,Lake Como School,72,21,0,1,0,5,64,36,705,1190.0
2020-11-02 00:00:00,La Amistad,93,4,0,4,0,0,96,4,27,inf
2020-11-02 00:00:00,Killarney Elementary,41,48,0,4,0,8,75,25,360,395.0
2020-11-02 00:00:00,Keenes Crossing Elementary,79,6,0,9,1,5,70,30,1026,812.0
2020-11-02 00:00:00,Juvenile Offenders Program,17,83,0,0,0,0,83,17,12,inf
2020-11-02 00:00:00,Juvenile Detention,35,65,0,0,0,0,71,29,31,inf
2020-11-02 00:00:00,Jones High,10,89,0,0,0,1,89,11,1669,1578.0
2020-11-02 00:00:00,John Young Elementary,66,16,0,11,2,4,42,58,651,747.0
2020-11-02 00:00:00,Ivey Lane Elementary,12,87,0,0,0,1,87,13,312,593.0
2020-11-02 00:00:00,Innovations Middle Charter,23,75,0,1,0,2,80,20,186,inf
2020-11-02 00:00:00,Innovation Montessori Ocoee,75,12,0,6,0,7,72,28,656,inf
2020-11-02 00:00:00,Innovation Montessori High School,78,15,0,4,0,3,72,28,78,inf
2020-11-02 00:00:00,Innovation Middle,80,12,0,5,1,2,41,59,1216,1201.0
2020-11-02 00:00:00,Independence Elementary,82,5,0,8,0,4,60,40,690,786.0
2020-11-02 00:00:00,Hunters Creek Middle,82,6,0,8,1,2,34,66,1227,969.0
2020-11-02 00:00:00,Hunters Creek Elementary,83,8,0,6,0,3,30,70,765,683.0
2020-11-02 00:00:00,Hungerford Elementary,10,88,0,0,1,1,92,8,261,437.0
2020-11-02 00:00:00,Howard Middle,68,24,0,2,1,4,74,26,980,1075.0
2020-11-02 00:00:00,Hospital Homebound,70,20,1,6,1,3,51,49,109,inf
2020-11-02 00:00:00,Horizon West Middle,85,6,0,7,0,2,47,53,1235,1194.0
2020-11-02 00:00:00,Hope Charter,77,15,0,4,0,3,85,15,423,inf
2020-11-02 00:00:00,Hillcrest Elementary,67,20,0,4,1,8,74,26,401,447.0
2020-11-02 00:00:00,Hidden Oaks Elementary,69,16,1,8,1,6,41,59,373,585.0
2020-11-02 00:00:00,Hiawassee Elementary,9,89,1,1,0,1,89,11,581,676.0
2020-11-02 00:00:00,Gotha Middle,53,35,1,6,1,3,71,29,1134,1093.0
2020-11-02 00:00:00,Glenridge Middle,72,14,0,9,0,5,53,47,1164,1211.0
2020-11-02 00:00:00,Gateway,47,46,0,0,0,7,68,32,57,inf
2020-11-02 00:00:00,Freedom Middle,77,12,0,8,1,2,34,66,1099,1066.0
2020-11-02 00:00:00,Freedom High,78,12,1,6,0,2,36,64,3566,2606.0
2020-11-02 00:00:00,Frangus Elementary,27,70,0,1,0,2,77,23,378,710.0
2020-11-02 00:00:00,Forsyth Woods Elementary,78,14,0,3,1,4,34,66,504,815.0
2020-11-02 00:00:00,Family Empowerment Scholarship Program,58,38,0,1,0,2,70,30,3334,inf
2020-11-02 00:00:00,Evans High,11,85,1,2,0,1,89,11,2511,2289.0
2020-11-02 00:00:00,Esteem Academy,85,11,0,0,0,4,81,19,27,inf
2020-11-02 00:00:00,Ese Transition,59,34,2,3,0,1,63,37,148,inf
2020-11-02 00:00:00,Engelwood Elementary,88,10,1,0,0,2,15,85,477,791.0
2020-11-02 00:00:00,Endeavor Elementary,82,7,0,5,1,4,33,67,642,649.0
2020-11-02 00:00:00,Edgewater High,41,51,0,3,0,3,82,18,1925,2318.0
2020-11-02 00:00:00,Econ River High Charter,78,15,1,2,1,3,40,60,309,inf
2020-11-02 00:00:00,Eccleston Elementary,9,90,0,0,0,0,91,9,433,635.0
2020-11-02 00:00:00,East River High,77,14,1,4,1,3,57,43,1937,3002.0
2020-11-02 00:00:00,East Lake Elementary,73,16,0,4,1,6,61,39,432,682.0
2020-11-02 00:00:00,Eagles Nest Elementary,17,79,0,0,1,3,80,20,629,658.0
2020-11-02 00:00:00,Eagle Creek Elementary,79,9,0,7,1,4,38,62,982,786.0
2020-11-02 00:00:00,Dream Lake Elementary,70,23,0,2,1,4,47,53,684,786.0
2020-11-02 00:00:00,Dr. Phillips High,58,32,0,6,0,3,61,39,3607,2799.0
2020-11-02 00:00:00,Dr. Phillips Elementary,76,8,0,10,0,4,65,35,712,581.0
2020-11-02 00:00:00,Dover Shores Elementary,77,18,1,2,0,2,35,65,380,603.0
2020-11-02 00:00:00,Dommerich Elementary,87,8,0,2,0,4,86,14,558,488.0
2020-11-02 00:00:00,Discovery Middle,75,14,1,4,1,6,52,48,788,975.0
2020-11-02 00:00:00,Dillard Street Elementary,74,22,1,1,0,2,60,40,491,562.0
2020-11-02 00:00:00,Devereux Treatment Program,61,39,0,0,0,0,85,15,33,inf
2020-11-02 00:00:00,Deerwood Elementary,80,10,0,5,1,3,51,49,419,472.0
2020-11-02 00:00:00,Cypress Springs Elementary,72,10,1,12,0,4,53,47,681,786.0
2020-11-02 00:00:00,Cypress Creek High,73,16,1,7,1,2,33,67,3156,2766.0
2020-11-02 00:00:00,Cornerstone Charter Academy High School,80,10,2,4,1,4,57,43,526,inf
2020-11-02 00:00:00,Cornerstone Academy Charter,78,11,0,6,0,5,70,30,983,inf
2020-11-02 00:00:00,Corner Lake Middle,78,13,0,4,1,3,53,47,810,1096.0
2020-11-02 00:00:00,Conway Middle,78,16,0,1,1,4,37,63,706,926.0
2020-11-02 00:00:00,Conway Elementary,70,19,1,4,0,6,43,57,496,572.0
2020-11-02 00:00:00,Columbia Elementary,79,10,0,4,2,5,70,30,516,780.0
2020-11-02 00:00:00,Colonial High,81,13,1,3,1,2,25,75,3283,3743.0
2020-11-02 00:00:00,College Park Middle,25,68,0,2,0,4,84,16,777,783.0
2020-11-02 00:00:00,Clemente Middle School,77,14,0,5,1,2,25,75,1003,1402.0
2020-11-02 00:00:00,Clay Springs Elementary,75,17,1,2,1,6,50,50,705,786.0
2020-11-02 00:00:00,Citrus Elementary,31,56,1,8,1,3,80,20,471,566.0
2020-11-02 00:00:00,Chickasaw Elementary,77,17,1,1,1,3,28,72,562,822.0
2020-11-02 00:00:00,Cherokee,50,44,0,3,0,3,63,38,32,inf
2020-11-02 00:00:00,Cheney Elementary,72,20,0,4,0,3,39,61,468,683.0
2020-11-02 00:00:00,Chancery High Charter,59,35,1,1,1,2,43,57,432,inf
2020-11-02 00:00:00,Chain Of Lakes Middle,48,43,1,4,1,4,59,41,1145,996.0
2020-11-02 00:00:00,Central Florida Leadership Academy Chart,54,40,0,3,0,4,64,36,114,inf
2020-11-02 00:00:00,Catalina Elementary,23,76,0,0,0,1,77,23,668,754.0
2020-11-02 00:00:00,Castleview Elementary,80,6,0,10,1,2,55,45,687,791.0
2020-11-02 00:00:00,Castle Creek Elementary,67,21,1,5,1,5,41,59,603,768.0
2020-11-02 00:00:00,Carver Middle,9,90,0,0,0,0,88,12,759,1231.0
2020-11-02 00:00:00,Camelot Elementary,70,18,0,6,1,5,51,49,561,672.0
2020-11-02 00:00:00,Brookshire Elementary,76,12,0,7,0,6,64,36,523,593.0
2020-11-02 00:00:00,Bridgewater Middle,82,7,0,7,0,3,64,36,1805,1040.0
2020-11-02 00:00:00,Bridgeprep Academy Charter,83,15,0,0,0,1,16,84,306,inf
2020-11-02 00:00:00,Boone High,82,11,1,2,0,3,60,40,2853,2799.0
2020-11-02 00:00:00,Bonneville Elementary,86,9,0,1,0,3,40,60,432,842.0
2020-11-02 00:00:00,Blankner K-8,81,8,0,4,1,5,77,23,787,891.0
2020-11-02 00:00:00,Beta,54,43,0,0,0,2,48,52,46,inf
2020-11-02 00:00:00,Bay Meadows Elementary,62,12,0,19,0,7,69,31,677,801.0
2020-11-02 00:00:00,Bay Lake Elementary,82,7,0,9,0,2,46,54,703,791.0
2020-11-02 00:00:00,Baldwin Park Elementary,73,7,0,10,1,9,70,30,741,688.0
2020-11-02 00:00:00,Azalea Park Elementary,82,10,0,4,1,3,27,73,434,599.0
2020-11-02 00:00:00,Avalon Middle,75,10,1,9,1,5,63,37,985,970.0
2020-11-02 00:00:00,Avalon Elementary,79,10,0,6,0,5,67,33,632,601.0
2020-11-02 00:00:00,Audubon Park School,77,11,0,5,0,7,83,17,1021,1202.0
2020-11-02 00:00:00,Aspire Academy Charter,18,79,0,0,1,2,78,22,91,inf
2020-11-02 00:00:00,Arbor Ridge K-8,72,12,0,10,0,5,53,47,762,776.0
2020-11-02 00:00:00,Apopka Middle,66,29,0,2,1,2,53,47,1107,1076.0
2020-11-02 00:00:00,Apopka High,62,33,0,2,0,2,67,33,3428,3231.0
2020-11-02 00:00:00,Apopka Elementary,57,35,0,1,1,5,60,40,811,770.0
2020-11-02 00:00:00,Andover Elementary,71,17,0,9,1,2,43,57,701,646.0
2020-11-02 00:00:00,Aloma High Charter,67,26,2,1,0,5,50,50,400,inf
2020-11-02 00:00:00,Aloma Elementary,66,20,0,8,0,5,49,51,473,547.0
2020-11-02 00:00:00,Access Charter,69,19,0,7,1,4,55,45,134,inf
2020-11-02 00:00:00,Acceleration West,45,50,0,2,1,2,65,35,256,inf
2020-11-02 00:00:00,Acceleration East,82,15,1,0,0,2,19,81,178,inf
2020-11-02 00:00:00,AMIkids Orlando,50,50,0,0,0,0,64,36,22,inf
2020-10-15 00:00:00,Zellwood Elementary,73,22,0,1,1,3,50,50,572,569.0
2020-10-15 00:00:00,Wyndham Lakes Elementary,74,18,1,5,1,2,32,68,939,768.0
2020-10-15 00:00:00,Workforce Advantage Academy Charter,12,86,0,0,0,1,90,10,214,inf
2020-10-15 00:00:00,Wolf Lake Middle,62,32,0,2,0,4,67,33,1325,1091.0
2020-10-15 00:00:00,Wolf Lake Elementary,65,27,0,3,0,5,76,24,981,744.0
2020-10-15 00:00:00,Winter Park High,77,10,0,8,0,4,69,31,3358,3628.0
2020-10-15 00:00:00,Winegard Elementary,74,21,1,2,1,1,28,72,633,722.0
2020-10-15 00:00:00,Windy Ridge K-8,73,13,0,11,0,3,54,46,1155,1229.0
2020-10-15 00:00:00,Windermere High School,82,8,0,7,0,2,62,38,4204,2753.0
2020-10-15 00:00:00,Windermere Elementary,82,4,0,10,1,3,83,17,636,726.0
2020-10-15 00:00:00,Whispering Oak Elementary,77,8,0,9,1,5,74,26,1046,659.0
2020-10-15 00:00:00,Wheatley Elementary,24,73,1,1,0,1,77,23,412,445.0
2020-10-15 00:00:00,Wetherbee Elementary,73,15,0,9,1,1,31,69,1067,758.0
2020-10-15 00:00:00,Westridge Middle,46,50,0,1,0,2,52,48,1205,1007.0
2020-10-15 00:00:00,Westpointe Elementary,68,24,0,3,0,4,49,51,668,791.0
2020-10-15 00:00:00,Westbrooke Elementary,62,26,1,6,1,6,67,33,555,785.0
2020-10-15 00:00:00,West Orange High,70,19,1,7,1,4,71,29,2413,2994.0
2020-10-15 00:00:00,West Oaks Elementary,7,92,0,0,1,0,91,9,525,552.0
2020-10-15 00:00:00,West Creek Elementary,74,6,1,14,1,4,46,54,680,642.0
2020-10-15 00:00:00,Wekiva High,44,51,1,3,0,2,69,31,2095,2707.0
2020-10-15 00:00:00,Wedgefield School,82,11,0,2,1,4,67,33,881,1054.0
2020-10-15 00:00:00,Waterford Elementary,72,16,1,5,1,6,49,51,555,721.0
2020-10-15 00:00:00,Waterbridge Elementary,78,14,1,4,1,3,28,72,640,814.0
2020-10-15 00:00:00,Water Spring Elementary,84,6,0,5,1,4,58,42,711,791.0
2020-10-15 00:00:00,Washington Shores Elementary,9,89,0,0,0,1,90,10,435,644.0
2020-10-15 00:00:00,Walker Middle,71,24,1,2,1,1,33,67,909,1163.0
2020-10-15 00:00:00,Vista Pointe Elementary,79,15,0,2,1,3,22,78,460,791.0
2020-10-15 00:00:00,Vista Lakes Elementary,74,13,1,9,1,2,40,60,614,731.0
2020-10-15 00:00:00,Village,25,67,0,0,0,8,83,17,12,inf
2020-10-15 00:00:00,Ventura Elementary,76,19,1,1,1,2,24,76,631,777.0
2020-10-15 00:00:00,University High,70,15,1,9,1,4,43,57,2562,2590.0
2020-10-15 00:00:00,Universal Education Center,59,29,6,0,0,6,71,29,17,inf
2020-10-15 00:00:00,Union Park Middle,76,19,0,3,1,2,29,71,745,1318.0
2020-10-15 00:00:00,Union Park Elementary,77,17,0,3,0,2,30,70,501,601.0
2020-10-15 00:00:00,UCP West Orange Charter,69,20,0,3,1,8,50,50,167,inf
2020-10-15 00:00:00,UCP Transitional Learning Academy High,66,29,1,1,0,3,53,47,146,inf
2020-10-15 00:00:00,UCP Pine Hills Charter,24,70,1,1,2,2,79,21,178,inf
2020-10-15 00:00:00,UCP Orange Charter,74,21,0,1,1,3,31,69,179,inf
2020-10-15 00:00:00,UCP East Charter,74,13,0,6,1,5,46,54,94,inf
2020-10-15 00:00:00,UCP Bailes Community Academy,73,15,0,3,0,8,50,50,332,inf
2020-10-15 00:00:00,Timber Springs Middle,68,17,0,9,0,6,56,44,934,1227.0
2020-10-15 00:00:00,Timber Lakes Elementary,69,10,0,12,1,8,61,39,758,792.0
2020-10-15 00:00:00,Timber Creek High,76,12,1,7,1,5,60,40,3553,2592.0
2020-10-15 00:00:00,Tildenville Elementary,69,24,0,1,1,5,48,52,502,682.0
2020-10-15 00:00:00,Three Points Elementary,86,8,1,2,1,3,19,81,446,654.0
2020-10-15 00:00:00,Thornebrooke Elementary,71,15,1,10,0,4,76,24,588,636.0
2020-10-15 00:00:00,Tangelo Park Elementary,23,74,0,0,0,2,75,25,436,606.0
2020-10-15 00:00:00,Sunshine High Charter,39,56,1,1,1,3,64,36,407,inf
2020-10-15 00:00:00,Sunshine Elementary,82,9,0,4,2,3,36,64,597,791.0
2020-10-15 00:00:00,Sunset Park Elementary,84,5,1,5,0,5,52,48,806,753.0
2020-10-15 00:00:00,Sunrise Elementary,81,7,0,9,0,4,69,31,443,551.0
2020-10-15 00:00:00,Sunridge Middle,74,15,0,7,0,3,74,26,1342,1126.0
2020-10-15 00:00:00,Sunridge Elementary,67,21,0,5,1,7,59,41,661,812.0
2020-10-15 00:00:00,Sun Blaze Elementary,76,8,1,8,1,6,42,58,774,786.0
2020-10-15 00:00:00,Summerlake Elementary,81,5,0,9,0,4,63,37,847,791.0
2020-10-15 00:00:00,Stone Lakes Elementary,69,13,0,12,1,5,63,37,665,752.0
2020-10-15 00:00:00,Spring Lake Elementary,91,6,0,0,0,3,32,68,466,572.0
2020-10-15 00:00:00,Southwood Elementary,68,21,0,7,1,4,41,59,489,571.0
2020-10-15 00:00:00,Southwest Middle,66,23,0,8,0,2,59,41,1397,1163.0
2020-10-15 00:00:00,South Creek Middle,72,17,1,7,1,1,33,67,1072,1077.0
2020-10-15 00:00:00,Simon Youth Found Acad At Outlet Mktpl,58,33,3,0,3,3,55,45,33,inf
2020-10-15 00:00:00,Shingle Creek Elementary,43,52,1,1,1,2,58,42,730,752.0
2020-10-15 00:00:00,Shenandoah Elementary,79,13,0,2,1,5,45,55,511,665.0
2020-10-15 00:00:00,Sheeler High Charter,51,45,1,1,1,1,62,38,300,inf
2020-10-15 00:00:00,Sand Lake Elementary,73,10,1,13,0,3,65,35,559,768.0
2020-10-15 00:00:00,Sally Ride Elementary,73,20,0,4,0,3,44,56,396,544.0
2020-10-15 00:00:00,Sadler Elementary,75,20,0,1,0,3,21,79,773,761.0
2020-10-15 00:00:00,Rosemont Elementary,10,85,0,0,1,4,85,15,528,813.0
2020-10-15 00:00:00,Rolling Hills Elementary,14,81,0,1,0,3,85,15,470,721.0
2020-10-15 00:00:00,Rock Springs Elementary,70,21,0,4,0,5,56,44,681,803.0
2020-10-15 00:00:00,Rock Lake Elementary,12,84,1,1,0,1,90,10,278,582.0
2020-10-15 00:00:00,Robinswood Middle,9,88,0,1,0,1,90,10,1171,947.0
2020-10-15 00:00:00,Riverside Elementary,36,56,0,3,0,5,76,24,491,791.0
2020-10-15 00:00:00,Riverdale Elementary,68,19,1,8,1,3,45,55,563,554.0
2020-10-15 00:00:00,Ridgewood Park Elementary,26,70,1,1,1,2,71,29,441,811.0
2020-10-15 00:00:00,Renaissance Charter School At Hunters Cre,86,8,0,4,1,1,19,81,1291,inf
2020-10-15 00:00:00,Renaissance Charter School At Goldenrod,82,13,1,2,1,2,17,83,1188,inf
2020-10-15 00:00:00,Renaissance Charter School At Chickasaw,72,22,0,2,1,2,26,74,963,inf
2020-10-15 00:00:00,Renaissance Charter At Crown Point,39,48,0,6,2,5,70,30,1138,inf
2020-10-15 00:00:00,Randall Academy,67,22,0,0,11,0,44,56,9,inf
2020-10-15 00:00:00,Prosperitas Leadership Academy Charter,18,80,1,0,0,1,78,22,131,inf
2020-10-15 00:00:00,Project Compass,40,50,5,0,0,5,55,45,20,inf
2020-10-15 00:00:00,Princeton House Charter,50,42,0,4,0,5,64,36,125,inf
2020-10-15 00:00:00,Princeton Elementary,77,13,0,2,0,7,83,17,421,498.0
2020-10-15 00:00:00,Prairie Lake Elementary,36,51,0,7,2,4,78,22,803,809.0
2020-10-15 00:00:00,Positive Pathways Transition Center,42,53,0,1,0,3,64,36,90,inf
2020-10-15 00:00:00,Pinewood Elementary,17,79,0,1,1,1,82,18,547,558.0
2020-10-15 00:00:00,Pineloch Elementary,32,64,0,2,0,2,68,32,727,770.0
2020-10-15 00:00:00,Pinecrest Preparatory Charter,79,16,1,1,0,3,37,63,236,inf
2020-10-15 00:00:00,Pinecrest Creek Charter,25,73,0,1,0,1,70,30,99,inf
2020-10-15 00:00:00,Pinecrest Collegiate Academy,69,15,0,15,0,0,54,46,13,inf
2020-10-15 00:00:00,Pinecrest Academy Avalon,66,13,1,11,2,7,50,50,366,inf
2020-10-15 00:00:00,Pine Hills Elementary,15,82,0,0,0,2,84,16,612,791.0
2020-10-15 00:00:00,Pinar Elementary,83,15,0,1,1,0,17,83,361,587.0
2020-10-15 00:00:00,Piedmont Lakes,63,31,1,1,1,3,53,47,1018,1028.0
2020-10-15 00:00:00,Pershing School,81,10,1,2,1,5,63,37,727,1211.0
2020-10-15 00:00:00,Passport Charter,86,9,0,2,0,3,18,82,175,inf
2020-10-15 00:00:00,Palmetto Elementary,34,62,0,1,0,2,59,41,854,1022.0
2020-10-15 00:00:00,Palm Lake Elementary,77,12,0,7,1,3,63,37,675,651.0
2020-10-15 00:00:00,Pace Center For Girls,44,50,3,0,0,3,82,18,34,inf
2020-10-15 00:00:00,Orlo Vista Elementary,28,71,0,0,0,1,71,29,503,682.0
2020-10-15 00:00:00,Orlando Science Middle High Charter,41,21,1,33,0,4,78,22,1223,inf
2020-10-15 00:00:00,Orlando Science Elementary Charter,42,23,1,29,0,5,79,21,724,inf
2020-10-15 00:00:00,Orlando Gifted Academy,70,16,0,7,0,6,79,21,286,399.0
2020-10-15 00:00:00,Orange Youth Academy,53,47,0,0,0,0,80,20,45,inf
2020-10-15 00:00:00,Orange County Preparatory Academy Chart,71,18,0,5,2,3,37,63,257,inf
2020-10-15 00:00:00,Orange Center Elementary,14,82,1,0,1,2,83,17,295,412.0
2020-10-15 00:00:00,Olympia High,60,28,1,8,1,3,67,33,2983,3263.0
2020-10-15 00:00:00,Odyssey Middle,73,16,0,7,1,3,36,64,741,1074.0
2020-10-15 00:00:00,Ocoee Middle,54,37,1,4,1,2,60,40,1253,1305.0
2020-10-15 00:00:00,Ocoee High,43,49,1,5,1,2,73,27,2426,2770.0
2020-10-15 00:00:00,Ocoee Elementary,70,23,2,2,1,2,43,57,669,725.0
2020-10-15 00:00:00,Oakshire Elementary,81,14,0,4,0,0,22,78,556,671.0
2020-10-15 00:00:00,Oakland Avenue Charter,77,8,0,5,2,8,78,22,529,inf
2020-10-15 00:00:00,Oak Ridge High,45,50,0,2,0,1,55,45,2608,2242.0
2020-10-15 00:00:00,Oak Hill Elementary,44,47,1,4,1,3,58,42,425,606.0
2020-10-15 00:00:00,OOCVS Virtual Instruction Program,73,14,0,4,0,10,53,47,73,inf
2020-10-15 00:00:00,OCVS Virtual Instruction (Course Offering,100,0,0,0,0,0,100,0,1,inf
2020-10-15 00:00:00,OCVS Virtual Franchise,67,22,1,5,0,5,62,38,4128,inf
2020-10-15 00:00:00,OCVS Digital Academy,100,0,0,0,0,0,0,100,1,inf
2020-10-15 00:00:00,OCPS Academic Center For Excellence,12,86,0,0,0,2,88,12,1048,1202.0
2020-10-15 00:00:00,Northlake Park Community Elementary,80,7,0,8,0,4,49,51,647,830.0
2020-10-15 00:00:00,Moss Park Elementary,79,9,0,6,1,5,51,49,950,796.0
2020-10-15 00:00:00,Mollie Ray Elementary,13,84,1,0,1,1,85,15,397,605.0
2020-10-15 00:00:00,Millennia Gardens Elementary,47,48,1,1,0,2,49,51,845,791.0
2020-10-15 00:00:00,Millennia Elementary,67,28,0,4,0,2,36,64,840,732.0
2020-10-15 00:00:00,Metrowest Elementary,51,42,0,5,1,2,65,35,578,791.0
2020-10-15 00:00:00,Memorial Middle,27,71,0,0,0,2,72,28,852,1191.0
2020-10-15 00:00:00,Meadowbrook Middle,14,83,0,1,1,1,85,15,941,1178.0
2020-10-15 00:00:00,Meadow Woods Middle,75,20,0,3,1,1,27,73,947,1150.0
2020-10-15 00:00:00,Meadow Woods Elementary,74,20,0,2,1,4,23,77,741,791.0
2020-10-15 00:00:00,Mckay Scholarship,73,21,1,2,0,2,57,43,1794,inf
2020-10-15 00:00:00,Mccoy Elementary,86,10,0,0,0,3,17,83,506,711.0
2020-10-15 00:00:00,Maxey Elementary,37,53,1,3,1,5,62,38,398,603.0
2020-10-15 00:00:00,Maitland Middle,70,21,0,4,0,4,79,21,740,932.0
2020-10-15 00:00:00,Magnolia,55,36,0,4,0,4,67,33,113,inf
2020-10-15 00:00:00,Lucious And Emma Nixon Academy Chart,5,93,0,0,1,1,89,11,103,inf
2020-10-15 00:00:00,Lovell Elementary,75,21,0,0,1,2,36,64,658,768.0
2020-10-15 00:00:00,Lockhart Middle,34,61,0,1,0,2,73,27,837,611.0
2020-10-15 00:00:00,Lockhart Elementary,28,67,1,0,1,4,83,17,366,594.0
2020-10-15 00:00:00,Little River Elementary,71,20,1,4,0,3,30,70,406,444.0
2020-10-15 00:00:00,Liberty Middle,80,13,0,3,1,2,27,73,1078,1487.0
2020-10-15 00:00:00,Legends Academy Charter,4,95,0,0,0,0,92,8,335,inf
2020-10-15 00:00:00,Legacy Middle,70,17,1,8,1,3,39,61,778,1089.0
2020-10-15 00:00:00,Legacy High Charter,81,11,0,5,0,3,81,19,209,inf
2020-10-15 00:00:00,Lawton Chiles Elementary,75,18,0,3,1,4,32,68,597,585.0
2020-10-15 00:00:00,Laureate Park Elementary,78,6,0,9,0,5,54,46,895,791.0
2020-10-15 00:00:00,Lancaster Elementary,69,25,2,2,1,2,27,73,655,795.0
2020-10-15 00:00:00,Lakeville Elementary,44,46,1,3,1,4,68,32,594,536.0
2020-10-15 00:00:00,Lakeview Middle,63,28,1,4,1,3,59,41,814,1069.0
2020-10-15 00:00:00,Lakemont Elementary,71,17,0,5,0,6,63,37,559,707.0
2020-10-15 00:00:00,Lake Whitney Elementary,70,10,1,13,1,5,82,18,511,566.0
2020-10-15 00:00:00,Lake Weston Elementary,34,63,0,1,1,1,67,33,489,707.0
2020-10-15 00:00:00,Lake Sybelia Elementary,59,36,0,3,1,1,74,26,408,589.0
2020-10-15 00:00:00,Lake Silver Elementary,36,59,0,1,0,4,85,15,528,659.0
2020-10-15 00:00:00,Lake Nona Middle,80,9,0,7,0,3,39,61,1476,1235.0
2020-10-15 00:00:00,Lake Nona High,82,9,0,6,1,2,39,61,3520,2807.0
2020-10-15 00:00:00,Lake George Elementary,72,21,1,2,0,4,39,61,434,591.0
2020-10-15 00:00:00,Lake Gem Elementary,8,90,0,1,0,1,91,9,573,568.0
2020-10-15 00:00:00,Lake Eola Charter,66,22,0,5,0,7,81,19,214,inf
2020-10-15 00:00:00,Lake Como School,72,21,0,1,0,5,64,36,702,1190.0
2020-10-15 00:00:00,La Amistad,100,0,0,0,0,0,90,10,20,inf
2020-10-15 00:00:00,Killarney Elementary,41,47,0,4,0,8,75,25,359,395.0
2020-10-15 00:00:00,Keenes Crossing Elementary,79,6,0,9,1,5,70,30,1019,812.0
2020-10-15 00:00:00,Juvenile Offenders Program,18,82,0,0,0,0,82,18,11,inf
2020-10-15 00:00:00,Juvenile Detention,37,63,0,0,0,0,74,26,43,inf
2020-10-15 00:00:00,Jones High,10,89,0,0,0,1,90,10,1658,1578.0
2020-10-15 00:00:00,John Young Elementary,66,16,0,11,2,4,42,58,648,747.0
2020-10-15 00:00:00,Ivey Lane Elementary,12,87,0,0,0,1,86,14,311,593.0
2020-10-15 00:00:00,Innovations Middle Charter,21,77,0,1,0,2,81,19,183,inf
2020-10-15 00:00:00,Innovation Montessori Ocoee,74,12,0,6,0,7,72,28,660,inf
2020-10-15 00:00:00,Innovation Montessori High School,78,15,0,4,0,3,72,28,78,inf
2020-10-15 00:00:00,Innovation Middle,80,12,0,5,1,2,41,59,1217,1201.0
2020-10-15 00:00:00,Independence Elementary,83,5,0,8,0,4,60,40,692,786.0
2020-10-15 00:00:00,Hunters Creek Middle,82,6,0,8,1,2,34,66,1222,969.0
2020-10-15 00:00:00,Hunters Creek Elementary,83,9,0,6,0,3,30,70,758,683.0
2020-10-15 00:00:00,Hungerford Elementary,10,89,0,0,1,1,92,8,272,437.0
2020-10-15 00:00:00,Howard Middle,69,24,0,2,1,4,75,25,982,1075.0
2020-10-15 00:00:00,Hospital Homebound,70,20,0,6,1,4,54,46,107,inf
2020-10-15 00:00:00,Horizon West Middle,85,6,0,7,0,2,47,53,1237,1194.0
2020-10-15 00:00:00,Hope Charter,77,15,0,4,0,3,85,15,423,inf
2020-10-15 00:00:00,Hillcrest Elementary,67,20,0,4,1,8,74,26,401,447.0
2020-10-15 00:00:00,Hidden Oaks Elementary,69,15,1,8,1,6,41,59,366,585.0
2020-10-15 00:00:00,Hiawassee Elementary,9,89,1,1,0,1,89,11,578,676.0
2020-10-15 00:00:00,Gotha Middle,53,35,1,6,1,3,71,29,1133,1093.0
2020-10-15 00:00:00,Glenridge Middle,72,14,0,9,0,5,54,46,1169,1211.0
2020-10-15 00:00:00,Gateway,47,46,0,0,0,7,70,30,57,inf
2020-10-15 00:00:00,Freedom Middle,77,12,0,8,1,2,34,66,1099,1066.0
2020-10-15 00:00:00,Freedom High,78,12,1,6,0,2,36,64,3570,2606.0
2020-10-15 00:00:00,Frangus Elementary,27,69,0,1,0,2,77,23,380,710.0
2020-10-15 00:00:00,Forsyth Woods Elementary,78,14,0,3,1,4,33,67,499,815.0
2020-10-15 00:00:00,Family Empowerment Scholarship Program,58,38,0,1,0,2,69,31,3428,inf
2020-10-15 00:00:00,Evans High,11,85,1,2,0,1,89,11,2509,2289.0
2020-10-15 00:00:00,Esteem Academy,82,14,0,0,0,4,82,18,28,inf
2020-10-15 00:00:00,Ese Transition,59,34,2,3,0,1,63,37,149,inf
